ID,gold,predict
219327,Pres,Pres
324111,Pres,Pres
219518,Past,Pres
264035,Pres,Pres
180536,Past,Past
213228,Pres,Pres
234923,Pres,Pres
220115,Pres,Pres
345405,Pres,Pres
181419,Fut,Pres
422622,Pres,Pres
459537,Pres,Pres
374522,Pres,Pres
130736,Past,Pres
116140,Pres,Pres
214726,Pres,Pres
50920,Pres,Pres
305011,Pres,Past
419539,Pres,Pres
415326,Pres,Pres
128942,Pres,Pres
238834,Pres,Pres
190006,Past,Past
59605,Pres,Pres
456000,Past,Pres
1316,Pres,Pres
138102,Fut,Fut
77518,Past,Past
310705,Pres,Pres
379304,Past,Past
243636,Pres,Pres
349643,Pres,Pres
330615,Pres,Pres
97316,Pres,Pres
381933,Pres,Pres
76014,Past,Pres
468901,Pres,Pres
240109,Pres,Pres
250425,Past,Past
333334,Pres,Pres
465322,Past,Past
445206,Pres,Pres
412904,Pres,Pres
349523,Pres,Pres
389910,Past,Past
164217,Fut,Fut
152610,Past,Past
34018,Pres,Past
124434,Pres,Pres
319928,Pres,Pres
403632,Pres,Pres
116211,Past,Pres
462237,Pres,Pres
320812,Past,Past
66927,Pres,Pres
52535,Pres,Pres
387936,Pres,Pres
3525,Pres,Pres
440907,Pres,Pres
316506,Pres,Pres
96617,Fut,Fut
106627,Pres,Pres
442416,Past,Past
197714,Past,Pres
266240,Pres,Pres
162114,Past,Past
160013,Pres,Pres
322716,Past,Past
168931,Pres,Pres
385623,Pres,Pres
361805,Pres,Pres
291720,Pres,Pres
150419,Pres,Pres
125503,Pres,Pres
47522,Fut,Fut
206009,Past,Past
63907,Pres,Past
353841,Pres,Pres
182636,Past,Pres
185304,Pres,Pres
184709,Past,Past
254111,Pres,Pres
163816,Pres,Pres
199219,Pres,Pres
45146,Past,Past
340511,Pres,Pres
260630,Pres,Pres
336403,Pres,Pres
14120,Past,Past
90533,Pres,Pres
132433,Pres,Pres
371321,Fut,Fut
356623,Pres,Pres
44306,Pres,Pres
325520,Past,Past
61017,Past,Pres
438522,Pres,Pres
450001,Past,Pres
398922,Pres,Pres
283804,Past,Past
167107,Pres,Pres
350834,Pres,Pres
111622,Pres,Pres
31113,Past,Pres
131818,Past,Past
388108,Pres,Pres
14807,Pres,Pres
277301,Pres,Pres
243437,Pres,Pres
153815,Past,Past
55320,Pres,Pres
324907,Past,Past
123416,Pres,Pres
255126,Past,Pres
237709,Pres,Pres
121940,Past,Past
461422,Pres,Pres
425011,Pres,Pres
18220,Past,Pres
290202,Pres,Pres
76129,Pres,Pres
459025,Fut,Fut
4208,Pres,Pres
132511,Pres,Pres
261805,Pres,Pres
274201,Pres,Pres
87420,Pres,Pres
314424,Pres,Pres
109706,Pres,Pres
228726,Pres,Pres
165533,Pres,Pres
227230,Pres,Pres
36820,Past,Past
119910,Pres,Pres
17729,Pres,Pres
138929,Pres,Pres
350501,Past,Pres
218017,Pres,Pres
16014,Past,Past
420825,Pres,Pres
442101,Pres,Pres
151127,Past,Past
15614,Pres,Pres
397442,Fut,Fut
448135,Past,Pres
227032,Pres,Pres
319107,Pres,Pres
45721,Past,Past
372535,Pres,Pres
125612,Pres,Pres
86905,Pres,Pres
363604,Past,Past
330702,Past,Past
197723,Past,Past
182304,Pres,Pres
54711,Pres,Pres
355826,Pres,Pres
318816,Pres,Pres
95610,Pres,Pres
196322,Pres,Pres
157722,Pres,Pres
104106,Pres,Pres
279220,Pres,Pres
103810,Past,Past
117845,Pres,Pres
90135,Pres,Pres
80310,Pres,Pres
99432,Fut,Fut
351753,Pres,Pres
365125,Pres,Pres
333306,Fut,Fut
406417,Past,Past
34608,Past,Past
14406,Pres,Pres
19406,Past,Past
125914,Fut,Fut
180209,Pres,Pres
261705,Pres,Pres
134905,Past,Pres
231933,Fut,Fut
420836,Pres,Pres
231105,Past,Past
24930,Past,Past
228724,Fut,Fut
179620,Past,Pres
107306,Pres,Pres
290139,Pres,Pres
248612,Pres,Pres
452317,Pres,Pres
231206,Pres,Pres
31940,Pres,Pres
312818,Past,Past
64419,Pres,Pres
448205,Past,Past
287101,Past,Pres
180522,Past,Past
214335,Pres,Pres
3735,Pres,Pres
235626,Pres,Pres
359930,Pres,Pres
43024,Past,Past
459515,Past,Pres
237242,Pres,Pres
106214,Pres,Pres
464031,Pres,Pres
174926,Past,Pres
142116,Pres,Past
35229,Pres,Pres
261514,Pres,Pres
236720,Pres,Pres
301725,Past,Past
461035,Pres,Pres
183828,Fut,Fut
176440,Pres,Pres
25012,Pres,Pres
108703,Pres,Pres
314203,Pres,Pres
185521,Pres,Pres
63322,Pres,Pres
124819,Pres,Pres
347103,Pres,Pres
379401,Pres,Pres
391316,Pres,Pres
255306,Past,Past
412818,Pres,Pres
215422,Pres,Pres
397712,Past,Past
106717,Pres,Pres
471236,Pres,Pres
449925,Pres,Pres
307110,Past,Past
418212,Pres,Pres
389010,Past,Past
200430,Fut,Fut
296807,Pres,Pres
372310,Past,Past
153433,Fut,Fut
143716,Past,Past
215801,Past,Past
464029,Past,Pres
89002,Past,Past
326636,Fut,Fut
222109,Pres,Pres
474608,Past,Past
390516,Pres,Pres
277209,Past,Past
163008,Past,Past
157709,Pres,Pres
230114,Past,Past
281029,Fut,Fut
375943,Pres,Pres
284218,Past,Pres
352430,Pres,Pres
144730,Pres,Pres
262327,Pres,Pres
108134,Pres,Pres
334124,Pres,Pres
68329,Pres,Pres
208607,Past,Pres
245425,Past,Past
409440,Pres,Pres
39338,Fut,Fut
155717,Pres,Pres
455214,Pres,Pres
211744,Pres,Pres
204922,Past,Past
394719,Pres,Pres
219912,Pres,Pres
63230,Pres,Pres
13315,Pres,Pres
294025,Pres,Pres
197924,Pres,Pres
97704,Pres,Pres
118907,Pres,Pres
375941,Pres,Pres
158826,Pres,Pres
393625,Pres,Pres
271313,Pres,Pres
455530,Pres,Pres
418838,Past,Past
386130,Pres,Pres
18221,Past,Past
170130,Pres,Pres
355301,Pres,Pres
461213,Fut,Fut
68644,Pres,Pres
148540,Pres,Pres
158022,Past,Pres
56405,Past,Past
137415,Pres,Pres
230418,Past,Past
294033,Pres,Pres
262115,Pres,Pres
231315,Pres,Pres
220302,Past,Past
476107,Pres,Pres
178527,Pres,Pres
451432,Pres,Pres
332126,Pres,Pres
23419,Pres,Pres
101415,Pres,Pres
275715,Past,Past
243330,Past,Pres
195225,Pres,Pres
350741,Pres,Pres
304324,Pres,Pres
397514,Past,Pres
352301,Past,Pres
174307,Pres,Pres
425818,Pres,Pres
431435,Pres,Pres
138124,Pres,Pres
232207,Past,Past
415926,Pres,Pres
379623,Pres,Pres
378742,Pres,Pres
454225,Past,Pres
13249,Fut,Fut
176808,Past,Past
145407,Pres,Pres
13238,Pres,Pres
89515,Pres,Pres
383838,Pres,Pres
273527,Pres,Pres
232041,Pres,Pres
298613,Pres,Pres
152720,Past,Past
307822,Past,Past
129233,Pres,Pres
149750,Pres,Pres
426509,Pres,Pres
156804,Past,Past
35808,Pres,Pres
45611,Pres,Pres
169301,Past,Past
75726,Past,Pres
80918,Pres,Pres
107328,Pres,Pres
302213,Past,Past
124403,Pres,Pres
259419,Pres,Pres
202313,Past,Pres
400806,Past,Past
100622,Past,Past
384337,Pres,Pres
395122,Past,Past
29209,Pres,Pres
388935,Pres,Pres
424218,Pres,Pres
177419,Past,Pres
111039,Fut,Fut
34334,Pres,Pres
95510,Pres,Pres
457903,Pres,Pres
401608,Pres,Pres
209115,Pres,Pres
13545,Pres,Pres
176219,Pres,Pres
95816,Past,Past
356118,Past,Pres
162821,Pres,Pres
300427,Pres,Pres
365938,Pres,Pres
394118,Past,Past
209134,Pres,Pres
240315,Past,Past
186823,Past,Past
331715,Pres,Pres
369609,Pres,Pres
222130,Pres,Pres
101711,Pres,Pres
211333,Pres,Pres
30033,Pres,Pres
149111,Past,Past
151729,Pres,Pres
178005,Pres,Pres
144630,Pres,Pres
258001,Past,Pres
106030,Pres,Pres
184932,Pres,Pres
276119,Pres,Pres
464729,Pres,Pres
86329,Pres,Pres
274122,Pres,Pres
284323,Pres,Pres
93939,Pres,Pres
282614,Pres,Pres
387124,Pres,Pres
266611,Pres,Pres
81130,Pres,Pres
125632,Pres,Pres
298030,Past,Past
241734,Pres,Pres
22714,Past,Past
44713,Past,Past
28733,Pres,Pres
121101,Pres,Pres
305801,Pres,Pres
439615,Pres,Pres
375806,Past,Past
359108,Pres,Pres
113102,Pres,Pres
15021,Past,Past
179801,Pres,Pres
318609,Pres,Pres
105923,Pres,Pres
65407,Pres,Pres
345036,Pres,Pres
306205,Past,Past
82008,Pres,Pres
385127,Pres,Pres
194034,Pres,Pres
304805,Past,Past
411103,Past,Past
286614,Pres,Pres
314632,Pres,Pres
454210,Pres,Pres
56418,Pres,Pres
341916,Past,Past
68507,Pres,Pres
336228,Fut,Fut
186209,Pres,Pres
230607,Pres,Pres
221909,Pres,Pres
462514,Fut,Fut
191928,Fut,Fut
20804,Past,Past
277810,Past,Past
222420,Pres,Pres
179434,Pres,Pres
455113,Pres,Pres
419919,Pres,Pres
260108,Pres,Pres
177415,Past,Past
364401,Past,Past
250338,Pres,Pres
309927,Past,Past
342428,Pres,Pres
60230,Pres,Pres
128737,Pres,Pres
166223,Past,Past
32312,Pres,Pres
75520,Past,Past
474631,Pres,Pres
103406,Pres,Pres
40413,Past,Past
79521,Past,Past
435533,Pres,Pres
338306,Pres,Pres
140516,Past,Pres
117037,Pres,Pres
120923,Pres,Pres
383609,Pres,Pres
338731,Pres,Pres
411312,Past,Past
74104,Past,Past
304225,Past,Pres
435801,Past,Pres
474018,Pres,Pres
315406,Pres,Pres
125828,Pres,Pres
348316,Pres,Pres
184336,Pres,Pres
279306,Past,Past
72817,Pres,Pres
178911,Pres,Pres
133329,Past,Pres
193935,Pres,Pres
328439,Fut,Fut
45233,Pres,Pres
308620,Pres,Pres
28022,Past,Past
302950,Fut,Fut
320321,Past,Past
152640,Pres,Pres
404301,Pres,Pres
34617,Pres,Pres
442205,Pres,Pres
322601,Pres,Pres
283726,Pres,Pres
291325,Pres,Pres
1018,Pres,Pres
81805,Pres,Pres
276326,Pres,Pres
207603,Past,Past
127101,Pres,Pres
298413,Past,Past
378909,Pres,Pres
136123,Pres,Pres
347025,Past,Past
421007,Pres,Pres
422314,Pres,Pres
187618,Pres,Pres
474006,Past,Pres
327505,Past,Past
56128,Pres,Pres
386419,Pres,Pres
408427,Pres,Pres
335433,Pres,Pres
373605,Past,Past
182113,Pres,Pres
177620,Pres,Pres
3807,Pres,Pres
273625,Past,Past
242510,Past,Past
203120,Past,Past
376119,Pres,Pres
420037,Pres,Pres
432312,Past,Pres
185025,Pres,Pres
178126,Pres,Pres
60324,Pres,Pres
289307,Past,Past
60530,Pres,Pres
81137,Pres,Pres
250536,Pres,Pres
251810,Pres,Pres
411407,Pres,Pres
449411,Past,Past
81939,Pres,Pres
310036,Pres,Pres
88643,Pres,Pres
116618,Pres,Pres
450408,Pres,Pres
202704,Past,Past
210738,Fut,Fut
68815,Pres,Pres
414627,Pres,Pres
81732,Pres,Pres
203830,Pres,Pres
69102,Past,Past
105327,Pres,Pres
238027,Pres,Pres
121018,Past,Past
234303,Pres,Pres
340014,Pres,Pres
102406,Pres,Pres
298225,Pres,Pres
121032,Pres,Pres
211517,Pres,Pres
113902,Pres,Pres
136709,Past,Pres
82904,Pres,Pres
432416,Past,Past
406514,Past,Past
451815,Past,Past
186742,Pres,Pres
446209,Past,Past
387534,Pres,Pres
117007,Pres,Pres
16136,Pres,Pres
314642,Pres,Pres
69425,Past,Past
154916,Pres,Pres
357317,Pres,Pres
314628,Pres,Pres
252529,Pres,Pres
247219,Pres,Pres
474811,Pres,Pres
331729,Pres,Pres
370427,Pres,Pres
170312,Pres,Pres
34627,Pres,Pres
194111,Pres,Pres
144222,Pres,Pres
280616,Past,Pres
410031,Past,Past
460329,Pres,Pres
289643,Pres,Pres
326128,Pres,Pres
68811,Pres,Pres
369721,Past,Past
195833,Pres,Pres
3111,Past,Past
419946,Fut,Fut
443234,Past,Past
347112,Past,Pres
363814,Pres,Pres
372118,Pres,Pres
79327,Pres,Pres
369028,Fut,Fut
267714,Pres,Pres
312123,Past,Past
411628,Past,Past
418205,Pres,Pres
39835,Past,Past
171204,Fut,Fut
251341,Past,Pres
122414,Pres,Pres
121036,Fut,Fut
452227,Past,Past
238420,Past,Past
111834,Pres,Pres
361633,Pres,Pres
467234,Pres,Pres
471119,Pres,Pres
384107,Pres,Pres
252813,Pres,Pres
180238,Pres,Pres
80803,Pres,Pres
365319,Past,Past
189030,Pres,Pres
424134,Fut,Fut
466729,Pres,Pres
238208,Pres,Pres
144401,Past,Pres
371127,Past,Past
337225,Pres,Pres
187323,Past,Pres
468430,Fut,Fut
419615,Past,Pres
363129,Pres,Pres
286805,Past,Past
128746,Pres,Pres
136011,Pres,Pres
411801,Pres,Pres
104327,Pres,Pres
308327,Fut,Fut
52103,Past,Past
69227,Fut,Fut
263112,Past,Past
432828,Pres,Pres
444026,Pres,Pres
277504,Pres,Pres
405838,Fut,Fut
386614,Pres,Pres
160222,Pres,Pres
349823,Past,Pres
98507,Pres,Pres
452208,Pres,Pres
395512,Pres,Pres
136902,Pres,Pres
166531,Pres,Pres
257230,Pres,Pres
242827,Pres,Pres
433232,Pres,Pres
445835,Pres,Pres
37419,Pres,Pres
223006,Past,Past
470823,Pres,Pres
322927,Pres,Pres
243013,Pres,Pres
84708,Pres,Pres
340207,Pres,Pres
119915,Pres,Pres
458200,Pres,Pres
246021,Past,Past
302334,Pres,Pres
220422,Past,Past
256407,Pres,Pres
441020,Pres,Pres
2233,Fut,Fut
244610,Past,Past
40707,Past,Past
214507,Pres,Pres
45816,Pres,Pres
217611,Pres,Pres
112621,Pres,Pres
234219,Pres,Pres
251138,Pres,Pres
153511,Pres,Pres
298308,Pres,Pres
398711,Pres,Pres
49006,Pres,Pres
392529,Past,Past
184305,Pres,Pres
390106,Pres,Fut
234117,Pres,Pres
460106,Fut,Fut
285003,Past,Past
385748,Pres,Pres
242410,Past,Past
397310,Pres,Pres
49222,Past,Past
41621,Pres,Pres
347528,Pres,Pres
437134,Pres,Pres
296816,Pres,Pres
413410,Past,Pres
451008,Pres,Pres
225429,Fut,Pres
202111,Pres,Pres
90913,Pres,Pres
381506,Past,Past
52728,Past,Past
10832,Pres,Pres
139501,Past,Pres
468923,Past,Past
16134,Fut,Fut
58639,Pres,Pres
421729,Pres,Pres
23112,Pres,Pres
193507,Past,Pres
333928,Pres,Pres
454218,Pres,Pres
143610,Past,Past
236424,Pres,Pres
356435,Past,Past
183640,Pres,Pres
349334,Pres,Pres
117431,Fut,Fut
129003,Pres,Pres
80502,Pres,Pres
337603,Pres,Pres
115614,Pres,Pres
414036,Pres,Pres
247224,Pres,Pres
432524,Pres,Pres
197834,Pres,Pres
68232,Fut,Fut
206931,Pres,Pres
155010,Pres,Pres
453931,Pres,Pres
377504,Past,Past
467914,Pres,Pres
226236,Pres,Pres
112635,Fut,Fut
330722,Pres,Pres
320728,Fut,Fut
245717,Past,Past
279305,Past,Past
20330,Pres,Pres
224920,Fut,Fut
7520,Pres,Pres
66304,Pres,Pres
445012,Pres,Past
185608,Pres,Pres
352911,Pres,Pres
300117,Pres,Pres
434224,Pres,Pres
332817,Pres,Pres
401818,Pres,Pres
419835,Pres,Pres
352530,Pres,Pres
285609,Fut,Fut
309511,Pres,Pres
33931,Pres,Pres
270127,Pres,Pres
460810,Pres,Pres
312505,Past,Pres
218010,Pres,Pres
181712,Pres,Pres
336826,Pres,Pres
393530,Pres,Pres
250901,Past,Pres
39639,Pres,Pres
349130,Pres,Pres
418821,Pres,Pres
330511,Pres,Pres
265312,Pres,Pres
316210,Pres,Pres
229413,Pres,Pres
165629,Pres,Pres
258436,Pres,Pres
419213,Pres,Pres
364609,Pres,Pres
228615,Pres,Pres
249515,Pres,Pres
70816,Pres,Pres
460101,Fut,Fut
225007,Past,Past
222922,Past,Pres
304115,Pres,Pres
41116,Past,Pres
462429,Pres,Fut
195907,Pres,Pres
288519,Pres,Pres
292203,Pres,Pres
251018,Pres,Pres
233106,Pres,Pres
139520,Past,Past
327317,Pres,Pres
62703,Fut,Fut
154818,Pres,Pres
222809,Pres,Pres
253017,Pres,Pres
133936,Pres,Pres
460424,Pres,Pres
292222,Pres,Pres
189702,Pres,Pres
140118,Pres,Pres
120316,Pres,Pres
209132,Past,Past
395519,Past,Past
390208,Past,Past
151430,Past,Past
118909,Fut,Fut
439122,Pres,Pres
421132,Pres,Pres
186815,Pres,Pres
73107,Pres,Pres
162317,Past,Past
409913,Pres,Pres
56626,Pres,Pres
256916,Pres,Pres
352629,Fut,Fut
431203,Pres,Pres
282528,Pres,Pres
363123,Past,Past
373918,Past,Past
357411,Pres,Pres
436604,Pres,Pres
421713,Pres,Pres
155814,Past,Past
450030,Pres,Pres
321204,Pres,Pres
325106,Pres,Pres
58718,Pres,Pres
56535,Pres,Pres
413613,Pres,Pres
128519,Pres,Pres
329129,Past,Pres
425918,Pres,Pres
343832,Pres,Pres
169323,Pres,Pres
217208,Past,Past
136731,Fut,Fut
447712,Pres,Pres
81733,Past,Past
110115,Pres,Pres
355921,Pres,Pres
88821,Past,Past
439434,Past,Past
117842,Past,Pres
220518,Past,Past
459120,Past,Pres
203602,Pres,Pres
445220,Pres,Pres
79213,Pres,Pres
195731,Past,Past
426502,Past,Past
142308,Past,Past
278536,Pres,Pres
50319,Pres,Pres
33821,Pres,Pres
253624,Pres,Pres
307317,Pres,Pres
312716,Past,Past
113408,Pres,Pres
274709,Pres,Pres
405049,Pres,Pres
321412,Pres,Pres
152313,Pres,Pres
219412,Past,Past
367522,Pres,Pres
140730,Pres,Pres
333711,Past,Past
470521,Past,Past
119934,Past,Past
78408,Fut,Fut
239703,Past,Past
265130,Pres,Pres
451111,Pres,Pres
258913,Pres,Pres
168935,Pres,Pres
441105,Pres,Pres
169916,Pres,Pres
393033,Fut,Fut
104201,Past,Pres
159622,Pres,Pres
305639,Pres,Pres
265335,Pres,Pres
116830,Pres,Pres
474625,Past,Pres
162004,Past,Past
156025,Fut,Fut
410635,Past,Past
257307,Pres,Pres
30639,Pres,Pres
101815,Pres,Pres
56106,Pres,Pres
254836,Pres,Pres
158926,Pres,Pres
41620,Pres,Pres
196928,Past,Past
472429,Pres,Pres
299619,Pres,Pres
135915,Past,Past
107236,Pres,Pres
341903,Past,Pres
459222,Pres,Pres
54207,Pres,Pres
145026,Pres,Pres
83916,Pres,Pres
210118,Past,Past
19509,Pres,Pres
208126,Pres,Pres
46030,Pres,Pres
260900,Pres,Pres
427722,Pres,Pres
7018,Pres,Pres
408917,Pres,Pres
35227,Past,Pres
435424,Pres,Pres
417622,Pres,Pres
195609,Fut,Fut
252932,Fut,Fut
434808,Pres,Pres
250601,Past,Past
380211,Past,Past
88009,Past,Past
299933,Fut,Fut
239830,Past,Past
225825,Pres,Pres
86738,Pres,Pres
463612,Pres,Pres
239135,Pres,Pres
194803,Pres,Pres
228930,Pres,Pres
191416,Pres,Pres
373019,Pres,Pres
10904,Past,Pres
189131,Pres,Pres
332049,Pres,Pres
342433,Pres,Pres
471110,Past,Past
397439,Pres,Pres
84713,Pres,Pres
233017,Past,Pres
451316,Pres,Pres
208127,Pres,Pres
270619,Past,Past
60435,Pres,Pres
274029,Past,Past
473902,Pres,Pres
37913,Pres,Pres
463035,Pres,Pres
195820,Pres,Pres
312027,Pres,Pres
315604,Pres,Pres
318325,Fut,Fut
57314,Past,Past
79806,Pres,Pres
296316,Pres,Pres
327611,Pres,Pres
183217,Pres,Pres
283306,Past,Past
302324,Pres,Pres
433919,Past,Past
420201,Past,Pres
203405,Pres,Pres
233034,Past,Pres
401933,Pres,Pres
10213,Pres,Pres
116139,Pres,Pres
464728,Pres,Pres
54921,Pres,Pres
368625,Past,Pres
269111,Pres,Pres
252714,Fut,Fut
190130,Pres,Pres
3810,Pres,Pres
385304,Pres,Pres
195322,Pres,Pres
319905,Past,Past
324507,Pres,Pres
415017,Pres,Pres
463626,Pres,Pres
430912,Past,Past
41746,Pres,Pres
238730,Past,Past
287613,Pres,Pres
344343,Pres,Pres
454009,Pres,Pres
410312,Past,Past
209404,Pres,Pres
395005,Pres,Pres
72604,Pres,Pres
376206,Pres,Pres
298825,Pres,Pres
51632,Past,Past
208727,Pres,Pres
366030,Pres,Pres
282729,Past,Past
20530,Pres,Pres
181301,Pres,Pres
470705,Pres,Pres
159032,Pres,Pres
242233,Pres,Pres
49910,Pres,Pres
170832,Pres,Pres
258210,Past,Past
134528,Past,Past
368328,Pres,Pres
318308,Pres,Pres
182015,Pres,Pres
357217,Pres,Pres
193811,Pres,Pres
424812,Pres,Pres
143112,Fut,Fut
452203,Pres,Pres
444903,Past,Past
213006,Past,Past
33405,Pres,Pres
189514,Pres,Pres
395406,Pres,Pres
245903,Pres,Pres
292135,Pres,Pres
128731,Pres,Pres
197725,Pres,Pres
264805,Pres,Pres
286916,Pres,Pres
358918,Past,Past
415810,Past,Pres
339137,Fut,Fut
15034,Pres,Pres
334110,Past,Past
373113,Pres,Pres
290315,Pres,Pres
283017,Past,Pres
344511,Past,Past
439530,Pres,Pres
326204,Pres,Pres
272235,Past,Past
293429,Past,Past
442107,Fut,Fut
27726,Pres,Pres
160607,Pres,Pres
365627,Pres,Pres
47530,Pres,Pres
432839,Pres,Pres
182921,Fut,Fut
463004,Pres,Pres
396139,Pres,Pres
311112,Pres,Pres
131317,Pres,Pres
430609,Pres,Pres
237615,Pres,Pres
226227,Past,Pres
42009,Pres,Pres
272021,Past,Past
71614,Pres,Pres
202334,Pres,Pres
137708,Past,Past
332038,Past,Past
450805,Pres,Pres
301719,Past,Past
348828,Past,Past
175824,Pres,Pres
1115,Pres,Pres
207205,Pres,Pres
380503,Fut,Fut
247621,Past,Past
462322,Past,Past
172503,Pres,Pres
199921,Past,Past
379632,Pres,Pres
85105,Past,Past
260306,Pres,Pres
282222,Pres,Pres
210832,Pres,Pres
271504,Past,Past
184419,Pres,Pres
150502,Pres,Pres
119812,Past,Past
320211,Pres,Pres
160125,Pres,Pres
435434,Pres,Pres
321413,Pres,Pres
302202,Pres,Pres
374806,Pres,Pres
235614,Pres,Pres
56025,Pres,Pres
391317,Pres,Pres
146137,Pres,Pres
140220,Pres,Pres
107109,Pres,Pres
379337,Pres,Pres
455204,Pres,Pres
344721,Pres,Pres
43209,Pres,Pres
232724,Past,Pres
336801,Pres,Pres
27420,Pres,Pres
207529,Pres,Pres
365207,Pres,Pres
148117,Pres,Pres
363826,Past,Past
330708,Pres,Pres
243909,Pres,Pres
251127,Pres,Pres
268422,Past,Past
