ID,gold,predict
411737,Past,Pres
241030,Fut,Fut
172913,Pres,Pres
22702,Pres,Pres
264131,Fut,Fut
186618,Pres,Pres
392830,Pres,Pres
153411,Pres,Pres
383603,Pres,Pres
213317,Pres,Past
87716,Past,Past
172725,Pres,Pres
105203,Past,Pres
210136,Fut,Pres
84102,Past,Pres
207803,Pres,Pres
322211,Pres,Pres
470618,Pres,Pres
118221,Pres,Pres
20223,Pres,Pres
277811,Past,Past
415408,Fut,Pres
192728,Pres,Fut
390312,Past,Past
314737,Fut,Pres
460828,Fut,Pres
92428,Fut,Fut
347716,Pres,Pres
323210,Pres,Pres
115512,Pres,Pres
246935,Past,Pres
370935,Pres,Pres
329216,Pres,Pres
265404,Pres,Pres
287228,Pres,Pres
337438,Pres,Pres
291206,Pres,Pres
109339,Pres,Past
89224,Pres,Pres
419014,Pres,Pres
473011,Pres,Past
392804,Pres,Pres
237830,Past,Past
185443,Past,Past
382521,Pres,Pres
202945,Past,Past
473737,Past,Past
256104,Past,Past
75107,Pres,Pres
452500,Fut,Pres
306406,Pres,Pres
51516,Pres,Past
67901,Pres,Past
209630,Pres,Pres
19006,Pres,Pres
107022,Past,Past
285830,Pres,Pres
280129,Past,Pres
164006,Pres,Pres
39416,Pres,Pres
404321,Fut,Pres
213018,Past,Pres
404833,Pres,Pres
16025,Pres,Pres
408707,Pres,Pres
361602,Pres,Pres
439803,Past,Pres
436914,Pres,Pres
271535,Pres,Pres
208501,Fut,Past
417802,Past,Pres
246808,Pres,Pres
278814,Pres,Pres
446322,Pres,Pres
215639,Pres,Pres
244623,Pres,Pres
104305,Pres,Pres
97626,Pres,Pres
287702,Pres,Pres
30334,Pres,Pres
432627,Pres,Pres
239805,Pres,Pres
246314,Pres,Pres
147158,Past,Past
423906,Past,Past
48803,Past,Past
86607,Past,Pres
91312,Fut,Past
276725,Past,Pres
186802,Past,Pres
448912,Pres,Pres
414301,Past,Past
367711,Pres,Fut
338934,Pres,Pres
97112,Pres,Pres
343613,Past,Pres
33715,Pres,Pres
49918,Past,Pres
109122,Pres,Pres
38913,Pres,Past
322311,Past,Past
112340,Pres,Pres
79337,Pres,Pres
93009,Fut,Pres
54327,Pres,Pres
57526,Pres,Past
323930,Past,Past
34900,Past,Pres
217031,Pres,Pres
63733,Pres,Pres
231026,Past,Past
119324,Pres,Pres
122902,Pres,Pres
338812,Pres,Pres
85822,Past,Pres
113806,Pres,Pres
438012,Pres,Pres
352734,Pres,Pres
320212,Pres,Pres
135604,Pres,Past
447518,Pres,Pres
313807,Pres,Pres
107228,Pres,Pres
451205,Pres,Past
326908,Fut,Pres
96236,Pres,Pres
449234,Pres,Pres
403503,Past,Past
283209,Pres,Pres
391621,Pres,Pres
416705,Pres,Pres
235430,Pres,Pres
14716,Fut,Pres
179104,Pres,Pres
47817,Past,Past
390500,Pres,Pres
385910,Pres,Pres
462618,Pres,Pres
340120,Pres,Pres
358219,Pres,Pres
204202,Fut,Fut
32708,Pres,Pres
29239,Pres,Fut
269010,Pres,Past
60608,Pres,Pres
192303,Fut,Pres
418308,Past,Past
29921,Pres,Pres
368830,Pres,Pres
313910,Past,Past
316008,Past,Pres
198511,Pres,Pres
214415,Pres,Fut
15313,Pres,Pres
20104,Fut,Pres
101322,Pres,Pres
328831,Pres,Pres
50204,Past,Pres
385012,Pres,Pres
446412,Pres,Pres
294937,Fut,Pres
219614,Past,Pres
48524,Pres,Pres
227706,Pres,Pres
388811,Pres,Pres
457232,Pres,Pres
164242,Pres,Pres
161517,Pres,Pres
305406,Pres,Pres
148510,Pres,Pres
3722,Pres,Pres
11128,Pres,Pres
315211,Pres,Pres
365528,Pres,Pres
929,Pres,Pres
8311,Past,Pres
447408,Pres,Pres
34219,Pres,Pres
332328,Past,Past
307729,Pres,Pres
411314,Pres,Pres
282535,Pres,Pres
214106,Pres,Pres
474521,Fut,Pres
6124,Past,Past
53426,Pres,Past
174026,Past,Pres
325203,Pres,Past
198435,Past,Pres
171237,Pres,Pres
218507,Pres,Pres
57324,Pres,Past
138227,Pres,Pres
68036,Pres,Past
450107,Pres,Pres
432434,Pres,Pres
25420,Pres,Pres
7828,Pres,Pres
421527,Pres,Pres
443127,Past,Pres
263236,Past,Past
256334,Pres,Pres
31642,Past,Pres
62004,Pres,Pres
448813,Pres,Past
465404,Pres,Pres
47811,Pres,Fut
233031,Past,Past
426933,Fut,Fut
43129,Pres,Pres
209918,Pres,Pres
23518,Pres,Pres
363011,Past,Pres
4619,Past,Past
192307,Past,Past
20711,Pres,Pres
349420,Pres,Pres
26506,Pres,Past
124945,Past,Past
101906,Pres,Pres
452428,Past,Past
163239,Past,Past
301742,Pres,Pres
48518,Past,Past
400502,Past,Past
82816,Pres,Pres
252502,Past,Past
58705,Past,Past
118032,Pres,Pres
213415,Pres,Pres
330306,Past,Pres
388505,Past,Past
419119,Pres,Pres
233132,Pres,Pres
305925,Past,Past
289820,Pres,Pres
206121,Pres,Pres
12722,Pres,Pres
16239,Pres,Pres
19306,Past,Pres
270521,Fut,Fut
475133,Fut,Past
40033,Pres,Pres
376813,Pres,Pres
241736,Pres,Pres
149114,Past,Pres
342634,Pres,Pres
381128,Pres,Pres
239419,Pres,Past
468212,Fut,Pres
360816,Fut,Pres
391909,Pres,Past
37626,Pres,Pres
338025,Fut,Fut
362701,Pres,Past
461904,Pres,Pres
441544,Past,Pres
90327,Pres,Pres
82414,Pres,Pres
91913,Fut,Fut
232105,Past,Past
329311,Past,Past
311619,Pres,Pres
116817,Pres,Pres
71207,Pres,Pres
443712,Pres,Pres
140531,Fut,Fut
182416,Pres,Pres
50102,Pres,Pres
163311,Past,Pres
212826,Pres,Pres
225314,Past,Pres
36240,Pres,Pres
8621,Pres,Pres
41722,Pres,Pres
138821,Pres,Pres
233203,Pres,Fut
373825,Pres,Pres
3041,Pres,Pres
24317,Pres,Pres
163709,Pres,Pres
459419,Fut,Pres
176110,Past,Past
31033,Past,Past
239229,Pres,Pres
225931,Pres,Pres
79416,Pres,Pres
128922,Pres,Pres
304610,Pres,Past
154406,Pres,Pres
370427,Pres,Pres
180502,Past,Pres
29209,Pres,Pres
186133,Past,Past
217315,Pres,Pres
152141,Pres,Pres
58125,Pres,Pres
287522,Past,Past
380421,Pres,Pres
445433,Pres,Pres
45104,Pres,Pres
149409,Pres,Pres
154005,Past,Pres
151139,Past,Past
344612,Pres,Pres
364704,Past,Past
475718,Pres,Pres
353823,Pres,Pres
64628,Pres,Pres
87314,Past,Past
380121,Pres,Pres
373622,Pres,Pres
340920,Past,Past
39709,Past,Pres
109108,Pres,Pres
179414,Fut,Pres
388412,Pres,Pres
242331,Pres,Pres
38221,Pres,Pres
268208,Pres,Pres
211409,Pres,Pres
217918,Pres,Pres
463721,Pres,Pres
426332,Pres,Pres
314313,Pres,Pres
322503,Past,Past
352528,Pres,Pres
8202,Past,Past
395226,Pres,Pres
214810,Past,Pres
207,Past,Past
205419,Past,Past
464611,Pres,Pres
249518,Pres,Pres
279727,Pres,Pres
304807,Pres,Past
72913,Pres,Pres
47421,Pres,Pres
166307,Pres,Past
399019,Past,Past
386124,Pres,Pres
23407,Fut,Pres
259030,Pres,Pres
54110,Pres,Pres
149834,Fut,Pres
135008,Pres,Pres
322727,Pres,Pres
343711,Pres,Pres
299213,Past,Past
253127,Fut,Pres
214729,Pres,Pres
80814,Pres,Pres
437539,Past,Pres
163814,Pres,Pres
207307,Pres,Pres
466929,Fut,Past
127622,Pres,Past
450524,Fut,Pres
44433,Past,Past
198407,Pres,Past
416129,Pres,Pres
41410,Pres,Pres
454015,Pres,Pres
334509,Pres,Pres
227141,Pres,Fut
112509,Past,Past
318306,Pres,Past
277210,Past,Past
313010,Pres,Fut
52401,Past,Past
296430,Past,Pres
211241,Pres,Pres
289831,Pres,Pres
401408,Past,Past
149411,Pres,Past
27932,Pres,Past
32401,Past,Past
33226,Past,Past
411618,Past,Past
386840,Fut,Pres
151816,Pres,Pres
30732,Pres,Pres
375419,Pres,Pres
87030,Pres,Pres
446116,Fut,Fut
231221,Pres,Past
419623,Pres,Pres
283728,Pres,Past
24739,Pres,Pres
137112,Pres,Pres
173508,Past,Past
234715,Pres,Pres
466601,Pres,Fut
316514,Pres,Pres
285426,Pres,Pres
168939,Pres,Pres
35618,Past,Pres
433328,Pres,Past
293810,Pres,Pres
97917,Past,Past
22523,Past,Pres
320403,Pres,Pres
263007,Past,Pres
360140,Pres,Pres
311730,Past,Past
88715,Fut,Fut
25111,Past,Past
305701,Past,Past
201920,Past,Past
369013,Pres,Past
296826,Pres,Pres
410909,Past,Past
386151,Pres,Pres
131612,Pres,Pres
217017,Pres,Pres
176114,Past,Past
283124,Past,Past
190705,Pres,Pres
280719,Pres,Pres
453213,Pres,Pres
129929,Pres,Pres
199831,Pres,Pres
425107,Past,Pres
156525,Pres,Pres
123733,Past,Past
340605,Past,Past
462301,Pres,Past
62841,Past,Pres
209038,Pres,Pres
39820,Pres,Pres
385906,Pres,Pres
163221,Pres,Pres
128229,Pres,Pres
306107,Past,Past
63815,Past,Pres
261011,Past,Past
263023,Pres,Pres
463720,Past,Past
266310,Past,Past
337107,Pres,Pres
208303,Past,Past
61117,Past,Past
426835,Fut,Pres
74801,Pres,Pres
165905,Past,Pres
455930,Pres,Fut
72301,Past,Past
97320,Pres,Pres
348425,Past,Pres
350711,Pres,Pres
428728,Pres,Pres
30407,Pres,Pres
9605,Past,Past
29529,Pres,Pres
44937,Pres,Pres
409525,Past,Past
407536,Pres,Pres
225313,Pres,Pres
412705,Fut,Pres
131918,Pres,Pres
276210,Pres,Pres
261034,Pres,Pres
40307,Past,Past
26706,Pres,Pres
222624,Past,Pres
379134,Pres,Pres
386441,Pres,Pres
297106,Pres,Pres
408143,Pres,Pres
201807,Past,Pres
429300,Past,Past
129432,Pres,Pres
454426,Past,Past
68808,Pres,Pres
338330,Pres,Pres
284227,Past,Past
6723,Pres,Pres
210108,Past,Past
307306,Pres,Past
257525,Pres,Pres
100337,Pres,Pres
474334,Pres,Pres
445711,Pres,Pres
268019,Past,Pres
110902,Pres,Pres
329910,Past,Past
350428,Pres,Pres
390803,Pres,Pres
200923,Fut,Pres
400536,Pres,Pres
97707,Pres,Pres
313834,Past,Pres
127031,Pres,Past
275521,Pres,Pres
349320,Past,Past
233630,Past,Past
468922,Pres,Past
321907,Pres,Pres
139930,Pres,Pres
409009,Pres,Pres
66310,Pres,Pres
110035,Pres,Pres
442413,Pres,Pres
339916,Pres,Pres
252238,Pres,Pres
340729,Pres,Pres
419511,Past,Pres
192927,Past,Past
231635,Pres,Pres
377713,Past,Pres
77020,Past,Past
168235,Pres,Pres
184216,Past,Past
104205,Pres,Pres
448722,Past,Past
266004,Pres,Pres
441321,Pres,Past
291506,Past,Past
226928,Past,Past
146312,Pres,Pres
41924,Pres,Pres
250840,Pres,Past
343811,Pres,Pres
184913,Pres,Pres
323705,Past,Past
19726,Pres,Pres
98824,Pres,Pres
45703,Past,Pres
124021,Pres,Pres
304616,Pres,Pres
171707,Past,Fut
165330,Pres,Pres
76828,Pres,Pres
1818,Pres,Pres
207734,Pres,Pres
445837,Pres,Pres
32122,Past,Past
389015,Pres,Pres
218110,Pres,Pres
443224,Pres,Pres
366035,Pres,Pres
287913,Past,Pres
414314,Past,Pres
149917,Pres,Past
50932,Pres,Pres
466317,Past,Past
270704,Past,Past
272000,Pres,Pres
306324,Pres,Pres
317913,Pres,Past
243214,Past,Past
93439,Pres,Pres
329827,Pres,Pres
304603,Pres,Pres
114704,Past,Past
157506,Fut,Pres
441604,Pres,Pres
129621,Pres,Past
129918,Past,Past
388609,Past,Past
446502,Pres,Pres
156732,Pres,Pres
470107,Past,Past
403826,Pres,Pres
440726,Fut,Pres
3011,Pres,Past
150543,Pres,Pres
13105,Pres,Pres
16509,Pres,Pres
422705,Pres,Past
469706,Pres,Pres
237605,Pres,Pres
285720,Past,Pres
98016,Past,Past
108221,Pres,Pres
364433,Pres,Pres
461434,Pres,Pres
448121,Past,Past
164103,Pres,Pres
378014,Past,Pres
375815,Past,Pres
188121,Past,Pres
384703,Pres,Pres
204324,Pres,Pres
111328,Pres,Pres
237125,Pres,Pres
469629,Past,Past
178404,Pres,Pres
248911,Pres,Pres
178637,Fut,Fut
331102,Pres,Pres
254422,Pres,Pres
112640,Fut,Pres
263515,Past,Pres
233518,Pres,Pres
321203,Pres,Pres
226215,Past,Past
84302,Past,Past
308001,Pres,Pres
258705,Pres,Pres
87930,Pres,Pres
262504,Past,Pres
153521,Fut,Pres
263728,Past,Pres
88837,Pres,Pres
359616,Past,Pres
236128,Pres,Pres
13207,Pres,Pres
209041,Pres,Pres
80011,Pres,Pres
417709,Pres,Pres
384423,Pres,Pres
455303,Pres,Pres
20417,Pres,Pres
377920,Pres,Pres
382530,Past,Past
176910,Pres,Pres
80604,Pres,Pres
105017,Pres,Pres
243449,Pres,Pres
214231,Pres,Pres
409401,Past,Pres
453836,Pres,Pres
114425,Pres,Pres
201823,Fut,Fut
456309,Past,Past
54311,Pres,Past
254804,Past,Pres
397710,Past,Pres
198836,Past,Past
161608,Pres,Pres
67108,Pres,Pres
75606,Pres,Pres
365005,Past,Past
38716,Past,Past
220926,Pres,Pres
55035,Past,Past
412230,Past,Pres
259737,Pres,Pres
292916,Pres,Pres
297509,Past,Pres
92720,Past,Pres
448801,Pres,Past
345013,Pres,Pres
451219,Past,Past
348812,Pres,Pres
164701,Pres,Pres
414608,Past,Past
28814,Past,Pres
54224,Pres,Pres
371916,Pres,Pres
340116,Pres,Pres
351762,Pres,Pres
27217,Past,Past
262338,Past,Pres
72114,Past,Pres
26004,Pres,Pres
409339,Fut,Pres
271713,Past,Past
49814,Pres,Pres
368807,Pres,Pres
173903,Past,Past
223020,Pres,Past
337504,Fut,Fut
69234,Pres,Pres
52420,Past,Fut
163621,Pres,Pres
201118,Past,Pres
281826,Pres,Pres
282712,Pres,Pres
4308,Pres,Past
425442,Past,Pres
284431,Past,Pres
215312,Pres,Pres
238920,Pres,Pres
380511,Pres,Pres
179815,Pres,Pres
3826,Pres,Pres
162709,Pres,Pres
145507,Pres,Pres
198821,Past,Pres
13321,Pres,Past
248820,Pres,Pres
123322,Pres,Pres
91411,Pres,Past
245910,Pres,Pres
142225,Pres,Pres
11001,Pres,Past
218723,Pres,Pres
380707,Past,Pres
317714,Fut,Fut
36024,Fut,Fut
294641,Pres,Pres
32202,Past,Past
152305,Pres,Pres
250612,Past,Past
279419,Past,Past
322728,Pres,Pres
267329,Pres,Pres
335011,Pres,Pres
114721,Pres,Pres
471328,Pres,Pres
215121,Past,Past
178230,Pres,Pres
442105,Fut,Pres
125322,Pres,Pres
9424,Pres,Pres
243403,Pres,Past
407421,Pres,Pres
433901,Past,Past
278541,Pres,Pres
377940,Pres,Pres
377623,Pres,Pres
9414,Pres,Pres
388221,Past,Pres
100007,Past,Past
138324,Pres,Pres
46112,Past,Past
354201,Pres,Past
379219,Pres,Pres
189722,Past,Past
116417,Fut,Pres
343133,Pres,Pres
167723,Pres,Pres
397310,Pres,Pres
417010,Pres,Pres
344028,Past,Pres
47308,Pres,Pres
159214,Pres,Pres
42001,Past,Pres
11811,Pres,Pres
280811,Pres,Pres
95417,Past,Past
377924,Pres,Pres
444703,Pres,Pres
324401,Past,Past
288332,Past,Past
312044,Pres,Pres
319434,Pres,Pres
232220,Pres,Pres
201928,Past,Past
213419,Pres,Pres
162108,Pres,Pres
251028,Past,Pres
367613,Pres,Past
55130,Pres,Pres
164418,Pres,Pres
271433,Pres,Pres
436418,Past,Past
211211,Pres,Pres
286804,Past,Pres
226930,Pres,Pres
298326,Pres,Pres
422713,Past,Pres
429545,Pres,Pres
79319,Pres,Pres
179035,Pres,Pres
212215,Pres,Pres
298415,Pres,Pres
54033,Pres,Pres
192105,Past,Past
433111,Past,Past
226311,Pres,Pres
237629,Past,Past
10507,Pres,Pres
77002,Past,Fut
451816,Pres,Pres
261321,Past,Pres
218412,Past,Pres
269600,Pres,Pres
348218,Pres,Pres
243333,Pres,Pres
169027,Pres,Pres
30119,Pres,Pres
90447,Fut,Pres
307931,Pres,Pres
61318,Pres,Pres
107019,Pres,Pres
363714,Pres,Pres
246306,Past,Past
222615,Pres,Pres
41326,Pres,Pres
292138,Pres,Pres
200112,Past,Pres
79727,Pres,Pres
127536,Pres,Fut
71024,Past,Pres
86901,Pres,Pres
220929,Fut,Fut
199313,Pres,Pres
128746,Pres,Pres
406620,Past,Past
136330,Pres,Pres
433842,Pres,Pres
284419,Past,Past
55232,Pres,Pres
385402,Past,Pres
64403,Past,Past
368119,Past,Past
464026,Pres,Pres
103319,Pres,Pres
279521,Past,Pres
82318,Past,Past
231704,Past,Past
91212,Past,Pres
8916,Pres,Pres
285919,Pres,Past
106915,Past,Pres
343601,Past,Pres
420607,Past,Pres
436604,Pres,Pres
386120,Pres,Pres
382341,Pres,Pres
148009,Pres,Pres
291823,Pres,Past
143531,Fut,Pres
95331,Pres,Pres
445101,Past,Past
217611,Pres,Pres
355430,Past,Past
74131,Pres,Pres
226736,Pres,Pres
120717,Past,Past
456106,Pres,Past
456420,Pres,Pres
305520,Pres,Pres
77523,Pres,Pres
183017,Pres,Pres
52822,Pres,Pres
11719,Pres,Pres
91719,Pres,Pres
303236,Pres,Pres
312614,Past,Past
18321,Pres,Pres
475139,Pres,Pres
269912,Pres,Pres
170224,Pres,Pres
286935,Pres,Pres
65704,Pres,Past
246902,Pres,Pres
365319,Past,Past
138636,Past,Pres
251210,Pres,Pres
224316,Past,Past
97622,Past,Past
158913,Past,Past
296438,Past,Past
92434,Pres,Pres
107306,Pres,Pres
452627,Pres,Pres
126310,Pres,Pres
267641,Pres,Pres
447205,Past,Past
275129,Pres,Past
154008,Past,Past
208404,Past,Past
257219,Past,Past
192029,Pres,Pres
118440,Pres,Pres
448917,Past,Past
126721,Past,Past
463606,Pres,Pres
156415,Pres,Pres
343633,Pres,Pres
346628,Pres,Pres
416418,Pres,Pres
174112,Past,Past
316313,Pres,Pres
227938,Pres,Pres
420518,Pres,Pres
472532,Pres,Pres
221203,Past,Past
332118,Pres,Pres
16727,Past,Pres
184607,Pres,Pres
383024,Pres,Past
409514,Pres,Pres
19108,Pres,Pres
291820,Pres,Pres
467804,Pres,Past
435218,Pres,Pres
201710,Pres,Pres
131507,Pres,Pres
429641,Pres,Pres
252615,Pres,Pres
140810,Pres,Pres
255705,Pres,Pres
352714,Past,Past
206235,Pres,Pres
419617,Pres,Pres
161505,Pres,Past
173404,Pres,Pres
34002,Past,Past
94641,Pres,Fut
112828,Pres,Pres
443221,Pres,Pres
3039,Pres,Pres
198114,Pres,Pres
454216,Pres,Pres
167301,Past,Past
188602,Past,Pres
3831,Pres,Pres
105708,Pres,Pres
270841,Pres,Pres
408823,Pres,Pres
390105,Past,Past
283822,Pres,Pres
370206,Pres,Pres
240136,Past,Past
61316,Past,Past
269324,Pres,Pres
198544,Pres,Pres
318713,Pres,Pres
72907,Fut,Pres
256606,Pres,Pres
453211,Pres,Pres
198507,Pres,Pres
279001,Pres,Pres
110428,Pres,Pres
378225,Past,Past
39824,Past,Past
121503,Pres,Past
25926,Pres,Pres
396832,Pres,Pres
462427,Fut,Fut
190111,Pres,Pres
81723,Pres,Pres
94624,Pres,Pres
25317,Past,Past
89111,Pres,Pres
311222,Past,Past
294332,Pres,Pres
175518,Past,Pres
400702,Pres,Pres
421532,Fut,Pres
124608,Pres,Pres
185310,Pres,Fut
95830,Pres,Pres
7517,Past,Past
138836,Past,Past
37617,Pres,Pres
159216,Pres,Pres
416737,Past,Pres
71844,Past,Pres
460634,Pres,Pres
305336,Past,Pres
30320,Pres,Pres
98306,Pres,Pres
270205,Pres,Pres
206827,Pres,Pres
423114,Pres,Pres
437414,Pres,Past
413802,Past,Past
388227,Past,Past
64424,Pres,Past
412814,Past,Pres
115511,Pres,Pres
320042,Fut,Pres
256604,Pres,Pres
169931,Pres,Pres
201602,Pres,Pres
168104,Pres,Pres
361334,Fut,Fut
469724,Past,Pres
215219,Pres,Pres
129821,Pres,Pres
120728,Pres,Pres
364131,Pres,Pres
428523,Pres,Pres
117608,Pres,Pres
408147,Pres,Pres
103706,Pres,Pres
425342,Pres,Pres
140829,Pres,Pres
385623,Pres,Past
35038,Past,Past
349129,Fut,Fut
382725,Pres,Pres
238033,Pres,Pres
163426,Past,Past
117910,Past,Pres
239624,Pres,Pres
311329,Pres,Pres
259738,Pres,Pres
150311,Fut,Fut
286910,Pres,Pres
241702,Pres,Pres
258640,Pres,Pres
273625,Past,Past
347733,Past,Past
327424,Past,Past
39302,Fut,Fut
144114,Pres,Pres
403923,Pres,Pres
225525,Pres,Pres
274128,Pres,Pres
113915,Pres,Pres
269211,Pres,Pres
302404,Fut,Pres
121807,Past,Pres
470811,Past,Past
128115,Pres,Pres
46740,Pres,Pres
418011,Pres,Pres
77421,Pres,Pres
434310,Past,Past
26028,Pres,Pres
127828,Past,Past
299913,Pres,Pres
284223,Pres,Pres
317512,Past,Pres
149215,Pres,Pres
384501,Past,Past
124927,Past,Pres
22911,Past,Pres
428335,Past,Past
148713,Pres,Pres
87702,Past,Past
303523,Pres,Pres
332616,Pres,Pres
83213,Pres,Pres
404004,Past,Past
194530,Past,Pres
52832,Pres,Past
297803,Pres,Pres
314604,Past,Past
49828,Past,Past
331904,Pres,Pres
360519,Pres,Pres
159302,Pres,Past
52609,Past,Past
422707,Past,Past
252925,Pres,Pres
216119,Past,Pres
395501,Past,Past
361919,Pres,Past
166230,Pres,Pres
312626,Pres,Pres
329635,Pres,Pres
143712,Pres,Pres
114110,Past,Pres
461818,Pres,Pres
223845,Pres,Pres
296910,Past,Past
98418,Pres,Pres
472206,Past,Past
48814,Pres,Past
331718,Past,Past
464812,Fut,Fut
443526,Past,Pres
23707,Past,Pres
299024,Pres,Pres
102925,Pres,Pres
40208,Pres,Pres
54834,Pres,Pres
363411,Pres,Pres
86012,Pres,Pres
298609,Pres,Past
197722,Pres,Pres
110040,Pres,Pres
104209,Past,Past
92314,Pres,Pres
428805,Past,Past
193605,Pres,Pres
226134,Pres,Pres
203408,Past,Past
47007,Pres,Pres
399132,Past,Past
172808,Past,Past
121227,Pres,Pres
137306,Pres,Pres
70516,Past,Past
211034,Pres,Pres
215806,Fut,Pres
362914,Fut,Pres
156231,Pres,Pres
256531,Pres,Pres
257727,Pres,Pres
269125,Pres,Past
323621,Pres,Pres
111208,Pres,Pres
135926,Pres,Pres
128113,Past,Past
139431,Pres,Pres
394612,Pres,Pres
196711,Pres,Pres
309032,Pres,Pres
415917,Pres,Pres
227944,Pres,Pres
387916,Pres,Pres
238922,Past,Past
418529,Past,Past
213345,Pres,Pres
267611,Pres,Pres
457526,Pres,Pres
69529,Pres,Pres
223230,Pres,Past
90905,Pres,Pres
